occupation_id,title,function_anchor_count,role_heterogeneity_target,role_heterogeneity_gap,role_heterogeneity_review,primary_review_layer,role_shape_candidate_score,role_shape_status,role_shape_reason,source_mix,notes
occ_13_1161_00,Market Research Analysts and Marketing Specialists,1,0.392,0.154,low,role_shape_heterogeneity,0.515,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.990|btos_percentile=0.677|derived_launch_aggregate|knowledge_share=0.75|people_share=0.09|routine_share=0.16|labor_context_2024
occ_15_1254_00,Web Developers,1,0.38,0.141,low,role_shape_heterogeneity,0.506,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.962|btos_percentile=0.806|derived_launch_aggregate|knowledge_share=0.85|people_share=0.03|routine_share=0.04|labor_context_2024
occ_15_2031_00,Operations Research Analysts,1,0.363,0.169,low,role_shape_heterogeneity,0.506,watchlist,"Meaningful role-shape pressure exists, but the evidence still looks better suited to monitoring than immediate variant modeling.",src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.500|btos_percentile=0.581|derived_launch_aggregate|knowledge_share=0.68|people_share=0.08|routine_share=0.00|labor_context_2024
occ_27_3041_00,Editors,2,0.386,0.196,medium,role_shape_heterogeneity,0.468,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.986|btos_percentile=0.935|derived_launch_aggregate|knowledge_share=0.77|people_share=0.06|routine_share=0.06|labor_context_2024
occ_13_2011_00,Accountants and Auditors,2,0.38,0.192,medium,role_shape_heterogeneity,0.464,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.925|btos_percentile=0.516|derived_launch_aggregate|knowledge_share=0.24|people_share=0.02|routine_share=0.32|labor_context_2024
occ_13_1111_00,Management Analysts,2,0.34,0.161,low,role_shape_heterogeneity,0.438,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.955|btos_percentile=0.871|derived_launch_aggregate|knowledge_share=0.74|people_share=0.26|routine_share=0.00|labor_context_2024
occ_27_3023_00,"News Analysts, Reporters, and Journalists",2,0.351,0.132,low,role_shape_heterogeneity,0.436,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.984|btos_percentile=1.000|derived_launch_aggregate|knowledge_share=0.47|people_share=0.20|routine_share=0.23|labor_context_2024
occ_27_3031_00,Public Relations Specialists,2,0.339,0.116,ok,role_shape_heterogeneity,0.427,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.868|btos_percentile=0.645|derived_launch_aggregate|knowledge_share=0.44|people_share=0.42|routine_share=0.14|labor_context_2024
occ_43_3031_00,"Bookkeeping, Accounting, and Auditing Clerks",1,0.381,0.144,low,bargaining_power,0.397,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.944|btos_percentile=0.226|derived_launch_aggregate|knowledge_share=0.45|people_share=0.00|routine_share=0.51|labor_context_2024
occ_13_1199_00,"Business Operations Specialists, All Other",1,0.363,0.134,low,accountability_guardrails,0.387,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2025_03_27|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.873|btos_percentile=0.290|derived_launch_aggregate|knowledge_share=0.50|people_share=0.33|routine_share=0.17|labor_context_2024
occ_17_2141_00,Mechanical Engineers,1,0.33,0.121,low,accountability_guardrails,0.369,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.971|btos_percentile=0.000|derived_launch_aggregate|knowledge_share=0.70|people_share=0.07|routine_share=0.23|labor_context_2024
occ_13_1151_00,Training and Development Specialists,1,0.323,0.125,low,accountability_guardrails,0.367,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.871|btos_percentile=0.194|derived_launch_aggregate|knowledge_share=0.43|people_share=0.44|routine_share=0.13|labor_context_2024
occ_43_9111_00,Statistical Assistants,1,0.385,0.111,ok,bargaining_power,0.331,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.889|btos_percentile=0.710|derived_launch_aggregate|knowledge_share=0.61|people_share=0.08|routine_share=0.14|labor_context_2024
occ_43_9061_00,"Office Clerks, General",1,0.388,0.099,ok,task_pressure,0.329,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.835|btos_percentile=0.129|derived_launch_aggregate|knowledge_share=0.19|people_share=0.11|routine_share=0.70|labor_context_2024
occ_13_1041_00,Compliance Officers,2,0.328,0.151,low,accountability_guardrails,0.32,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.706|btos_percentile=0.323|derived_launch_aggregate|knowledge_share=0.24|people_share=0.44|routine_share=0.32|labor_context_2024
occ_11_1021_00,General and Operations Managers,2,0.323,0.144,low,accountability_guardrails,0.316,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.964|btos_percentile=0.032|derived_launch_aggregate|knowledge_share=0.48|people_share=0.49|routine_share=0.00|labor_context_2024
occ_43_6014_00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1,0.364,0.088,ok,task_pressure,0.316,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.912|btos_percentile=0.161|derived_launch_aggregate|knowledge_share=0.10|people_share=0.18|routine_share=0.69|labor_context_2024
occ_13_2051_00,Financial and Investment Analysts,1,0.337,0.119,ok,accountability_guardrails,0.311,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.943|btos_percentile=0.419|derived_launch_aggregate|knowledge_share=0.68|people_share=0.24|routine_share=0.08|labor_context_2024
occ_27_1024_00,Graphic Designers,1,0.35,0.079,ok,accountability_guardrails,0.307,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.972|btos_percentile=0.774|derived_launch_aggregate|knowledge_share=0.70|people_share=0.21|routine_share=0.00|labor_context_2024
occ_27_3043_00,Writers and Authors,1,0.331,0.102,ok,task_pressure,0.304,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.961|btos_percentile=0.742|derived_launch_aggregate|knowledge_share=0.52|people_share=0.45|routine_share=0.00|labor_context_2024
occ_13_1071_00,Human Resources Specialists,2,0.306,0.12,low,accountability_guardrails,0.303,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.860|btos_percentile=0.258|derived_launch_aggregate|knowledge_share=0.17|people_share=0.51|routine_share=0.10|labor_context_2024
occ_13_1081_00,Logisticians,1,0.306,0.118,ok,demand_and_adoption,0.297,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.815|btos_percentile=0.097|derived_launch_aggregate|knowledge_share=0.28|people_share=0.53|routine_share=0.19|labor_context_2024
occ_17_2072_00,"Electronics Engineers, Except Computer",1,0.311,0.104,ok,bargaining_power,0.296,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.946|btos_percentile=0.355|derived_launch_aggregate|knowledge_share=0.53|people_share=0.29|routine_share=0.05|labor_context_2024
occ_43_6011_00,Executive Secretaries and Executive Administrative Assistants,1,0.349,0.037,ok,accountability_guardrails,0.296,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.918|btos_percentile=0.387|derived_launch_aggregate|knowledge_share=0.35|people_share=0.10|routine_share=0.54|labor_context_2024
occ_41_3011_00,Advertising Sales Agents,1,0.3,0.106,ok,demand_and_adoption,0.291,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.992|btos_percentile=0.968|derived_launch_aggregate|knowledge_share=0.34|people_share=0.57|routine_share=0.10|labor_context_2024
occ_23_1011_00,Lawyers,2,0.268,0.134,low,accountability_guardrails,0.289,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|derived_launch_aggregate|knowledge_share=0.34|people_share=0.39|routine_share=0.23|labor_context_2024
occ_43_4051_00,Customer Service Representatives,1,0.284,0.027,ok,bargaining_power,0.265,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.960|btos_percentile=0.065|derived_launch_aggregate|knowledge_share=0.01|people_share=0.78|routine_share=0.10|labor_context_2024
occ_27_3042_00,Technical Writers,2,0.369,0.092,ok,adoption_realization,0.264,implemented_first_pass,Now implemented as a reviewed runtime role-variant occupation; keep reviewing it for deeper function coverage and future expansion.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.964|btos_percentile=0.548|derived_launch_aggregate|knowledge_share=0.58|people_share=0.01|routine_share=0.28|labor_context_2024
occ_15_1252_00,Software Developers,2,0.342,0.085,ok,accountability_guardrails,0.25,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.970|btos_percentile=0.839|derived_launch_aggregate|knowledge_share=0.87|people_share=0.06|routine_share=0.07|labor_context_2024
occ_15_2051_00,Data Scientists,2,0.33,0.105,ok,bargaining_power,0.25,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2025_03_27|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|derived_launch_aggregate|knowledge_share=0.94|people_share=0.00|routine_share=0.00|labor_context_2024
occ_15_1211_00,Computer Systems Analysts,2,0.345,0.075,ok,accountability_guardrails,0.249,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.947|btos_percentile=0.484|derived_launch_aggregate|knowledge_share=0.63|people_share=0.16|routine_share=0.13|labor_context_2024
occ_13_1082_00,Project Management Specialists,2,0.268,0.08,ok,specialization_resilience,0.216,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.939|btos_percentile=0.452|derived_launch_aggregate|knowledge_share=0.00|people_share=0.67|routine_share=0.11|labor_context_2024
occ_23_2011_00,Paralegals and Legal Assistants,2,0.284,0.03,ok,accountability_guardrails,0.21,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.905|btos_percentile=0.903|derived_launch_aggregate|knowledge_share=0.28|people_share=0.25|routine_share=0.36|labor_context_2024
occ_41_3091_00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,0.246,0.052,ok,accountability_guardrails,0.199,not_now,Current evidence does not justify a dedicated multi-variant occupation split ahead of stronger queues.,src_census_acs_2024_1yr_pums_api|src_onet_30_1|src_anthropic_ei_2026_01_15|src_bls_oews_2024|src_bls_proj_2024_2034|src_bls_cps_occupation_unemployment_2026_03,launch_stub_generated|btos_covered_share=0.997|btos_percentile=0.613|derived_launch_aggregate|knowledge_share=0.00|people_share=1.00|routine_share=0.00|labor_context_2024
